사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
202201,2호선,홍대입구,230,9,9118,2880,17546,12737,49820,27687,65659,89782,43693,101041,32679,71709,40385,89795,50525,118046,59776,132087,68272,130473,84500,135554,106464,138069,136597,144362,160136,158718,127060,90493,176924,44185,246539,53704,69115,28292,12137,13456,56,1446,0,1,0,0,0,0,20220203
202201,경의선,홍대입구,1,0,168,73,520,463,1258,1471,1652,5588,1050,3870,1018,3103,1099,3117,1504,4328,1748,4379,2214,4481,2718,3986,3303,4481,5046,4014,5862,4676,3963,2836,4889,1387,6925,2113,2966,1137,630,512,12,79,0,0,0,0,0,0,20220203
202201,공항철도 1호선,홍대입구,111,4,1915,224,2979,2464,7459,5439,10667,19311,6657,19962,5945,15399,7154,18735,9556,22983,11517,24958,13449,22139,16998,22104,21206,22763,27167,22579,31656,26436,24839,14359,32231,6767,41534,8772,11490,5598,2733,2928,154,601,0,1,0,0,0,0,20220203
202202,2호선,홍대입구,190,4,7804,2403,15135,11075,42312,23218,55257,73667,36982,86739,27765,63420,34961,77088,43824,99819,52836,108419,60033,108013,72949,110918,90760,111554,113803,119452,137099,134557,110534,81122,129286,39636,171014,39579,88315,26379,12425,12390,58,1373,0,0,0,0,0,0,20220303
202202,경의선,홍대입구,1,0,132,85,429,337,1017,1210,1349,4348,874,2882,825,2775,961,2646,1379,3543,1688,3600,1885,3668,2269,3375,2789,3895,4156,3607,4880,3965,3380,2456,3498,1242,4667,1559,2711,933,503,522,3,58,0,0,0,0,0,0,20220303
202202,공항철도 1호선,홍대입구,73,0,1549,197,2553,1989,6286,4595,9008,16141,5621,16355,4878,13945,6476,16454,8337,19490,10370,20536,12106,18370,14703,18315,18117,18631,22898,18403,27303,22214,21108,13361,23560,6146,28784,6711,14053,5020,2521,2511,126,530,0,1,0,0,0,0,20220303
202203,2호선,홍대입구,326,7,9614,2844,18498,13165,50518,30554,64536,86673,42090,104395,30813,66134,37373,78907,49120,95077,56375,108177,61637,104502,74537,108479,95781,116689,121398,137726,147362,170383,116609,113688,112743,54541,133947,39101,145857,32871,76058,26888,231,3967,0,0,0,0,0,0,20220403
202203,경의선,홍대입구,0,0,164,95,535,433,1190,1638,1511,5016,1121,3846,1031,2660,1086,2482,1503,3189,1693,3486,2075,3611,2436,3411,2871,4254,4601,4338,5477,5095,4115,3271,3478,1533,4061,1523,4501,1135,1956,916,18,95,0,0,0,0,0,0,20220403
202203,공항철도 1호선,홍대입구,66,3,1898,223,3034,2383,7585,6002,10768,18850,6420,18780,5050,13047,6532,14671,8514,17856,10208,19211,11765,17459,14109,17345,17889,18653,23506,20775,29155,26610,22925,16376,20721,7381,23169,6228,22968,5701,10303,4618,317,1181,0,0,0,0,0,0,20220403
202204,2호선,홍대입구,557,13,15856,3254,22524,14334,55328,33947,74550,95722,47830,113262,35996,75180,42613,86531,54892,105598,63937,116614,69643,113492,83168,114546,105203,125235,133385,155099,160089,198706,124941,140462,121042,74030,143518,53831,155206,43937,75896,33860,619,6413,0,0,0,0,0,0,20220503
202204,경의선,홍대입구,4,0,271,129,606,551,1364,1937,1806,5662,1293,4319,1137,3005,1202,2831,1690,3639,1899,4072,2427,4083,2563,3812,3180,4778,5036,4812,5995,6355,4507,4009,4004,2026,4799,1894,5112,1387,2411,1156,55,154,0,0,0,0,0,0,20220503
202204,공항철도 1호선,홍대입구,80,2,2432,289,3818,2482,8755,6844,12133,21350,7601,20487,6422,15840,7468,17678,9784,20935,11977,21908,13740,19205,16721,19037,20295,21737,26725,24404,31994,32798,25636,20901,23256,9632,26839,8157,25703,6814,12470,5373,1143,1533,2,1,0,0,0,0,20220503
202205,2호선,홍대입구,1186,34,30020,3966,30967,17507,62647,38187,81267,106889,53875,133094,40956,92049,48846,111954,63726,131364,73352,143687,81959,136751,102290,135816,131184,144408,162439,172797,186038,222200,144786,154892,145314,84981,170936,66654,181686,57398,77985,45121,493,9757,1,1,0,0,0,0,20220926
202205,경의선,홍대입구,11,2,416,150,900,683,1568,2198,2142,6482,1548,5687,1454,4042,1426,3849,1944,4794,2424,5138,2935,5063,3201,4615,4230,5652,5986,5673,6962,7755,5351,4846,4882,2682,5700,2564,5695,1923,2886,1456,39,232,0,0,0,0,0,0,20220926
202205,공항철도 1호선,홍대입구,157,9,4038,362,5032,3131,10091,8360,13014,23800,9015,24219,7647,19340,9258,23052,11766,25603,14350,26617,17112,22913,20412,22654,25150,24542,32326,27938,37816,37359,29585,24479,28260,11780,31891,9903,31648,8853,13946,6551,989,1869,0,0,0,0,0,0,20220926
202206,2호선,홍대입구,882,28,28322,3986,29273,17272,59260,36902,77518,100993,51399,116865,40489,86920,48116,102558,59579,121850,69023,132667,76776,126803,93183,128713,115985,135392,141574,162215,168625,201978,130744,138818,132488,78765,157600,63352,165217,53234,77003,40624,7780,12437,1,1366,0,0,0,0,20220703
202206,경의선,홍대입구,8,1,427,163,784,631,1529,2040,1805,6130,1381,4765,1265,3629,1410,3381,1799,4232,2022,4479,2508,4323,2936,4025,3659,5155,5394,5188,6362,6740,4539,4385,4450,2298,5376,2344,5181,1637,2530,1283,57,198,0,0,0,0,0,0,20220703
202206,공항철도 1호선,홍대입구,169,7,4077,380,5238,2890,9872,8006,12899,22644,8394,22345,7640,19335,9026,20877,11471,25747,13804,25301,15518,21601,18978,21684,22964,23741,28860,26537,34533,35238,26614,22292,26293,11296,30240,9507,29460,8361,13777,5860,1149,1706,0,0,0,0,0,0,20220703
202207,2호선,홍대입구,782,16,27039,4126,30124,18181,61413,38243,78997,103353,52914,117879,41727,94485,50234,115225,62537,140481,74704,151948,82549,145939,102302,144121,127611,150424,157533,178640,185312,218042,148311,151200,150506,84655,180312,67637,183886,56733,87525,41049,10341,13624,1,1647,0,2,0,0,20220803
202207,경의선,홍대입구,4,2,341,120,805,713,1527,2181,1856,6249,1519,5100,1235,4057,1435,4037,1952,4894,2245,5061,2417,4906,2933,4796,3772,5657,5697,5363,6874,7050,4934,4562,4762,2484,5804,2579,5833,1764,2568,1316,62,208,0,0,0,0,0,0,20220803
202207,공항철도 1호선,홍대입구,160,10,4391,343,5321,3057,10346,8298,12862,23059,8797,23065,8315,20152,9902,24225,12419,29458,15050,29320,16988,25103,21271,24187,26330,26693,32842,28845,37676,37931,29713,24155,28991,12190,33792,10389,31351,8932,14932,6107,1303,1990,2,4,0,0,0,0,20220803
202208,2호선,홍대입구,674,15,24497,3627,29948,17014,59887,36888,77331,100123,51932,112615,40850,90792,48455,108441,60282,134268,70270,142950,79213,136484,98949,136502,121516,142317,151932,168144,180557,211094,144837,145599,140455,80450,167424,63365,166227,54211,81164,38764,10708,12881,5,1629,0,0,0,0,20220903
202208,경의선,홍대입구,8,0,395,88,749,667,1463,2206,1789,6173,1512,4734,1293,3948,1381,3893,1744,4627,2139,5093,2567,5022,2797,4637,3612,5369,5685,4927,6663,6801,5051,4249,4491,2540,5525,2290,5622,1737,2375,1290,52,139,0,0,0,0,0,0,20220903
202208,공항철도 1호선,홍대입구,156,9,4205,315,5362,2884,9488,8290,12219,22928,8775,22230,8310,20160,10204,24085,12303,29343,14910,28715,16941,24827,20706,24120,25822,25710,31930,28264,37065,37625,29453,23596,27540,11932,31488,9636,29542,8574,13939,5703,1187,1802,0,0,0,0,0,0,20220903
202209,2호선,홍대입구,706,16,25688,3441,29893,16109,60553,36891,78695,103114,53704,129189,42728,87787,49898,100578,61322,119892,72535,130821,79821,120799,98414,126273,125986,138855,149520,170195,173357,214190,137197,151016,132247,85333,154784,68743,159755,58549,81436,43580,10862,15320,63,1716,0,15,0,0,20221003
202209,경의선,홍대입구,5,0,345,99,823,705,1441,2216,1796,6840,1541,5789,1306,4017,1318,3765,1842,4353,2159,4691,2645,4320,3299,4268,3921,5281,6076,5324,6816,7332,4905,4702,4584,2567,5178,2218,5508,1928,2506,1485,47,162,0,0,0,0,0,0,20221003
202209,공항철도 1호선,홍대입구,152,6,4090,275,5526,2814,10016,9112,12821,23571,8746,23745,8412,19622,9788,21339,12081,25450,14370,26095,16615,22154,19863,22808,24510,25243,30823,28743,36285,37518,28450,24260,26761,12786,30618,10462,29958,9751,14658,6156,1175,1989,3,22,0,0,0,0,20221003
202210,2호선,홍대입구,1352,26,31546,4155,33471,18230,62343,37203,80837,103458,60595,134015,53290,101210,59126,116020,70403,138907,84149,152655,91893,142747,113773,144497,142367,156110,167435,186404,193033,229914,151479,167885,148611,99102,172770,80067,172290,67464,90259,47392,10937,16020,2,1717,0,0,0,0,20221103
202210,경의선,홍대입구,7,1,356,106,830,817,1539,2163,1964,6874,1820,6048,1571,4572,1632,4286,2191,5104,2491,5569,3045,5298,4026,4921,4552,6065,6642,5661,7294,8106,5600,4978,5010,3028,5722,2742,5680,2074,2595,1435,59,194,0,0,0,0,0,0,20221103
202210,공항철도 1호선,홍대입구,221,14,5162,342,6374,3222,10637,9496,13555,23506,10938,25602,10988,22533,12393,24721,14034,29400,17073,29923,19269,25429,24435,26562,29448,28146,35840,31427,40578,40019,31350,25816,29408,14458,33414,11620,31052,10598,15132,7105,1253,2074,1,0,0,0,0,0,20221103
202211,2호선,홍대입구,820,10,23895,3827,29067,17492,64080,38473,84742,108623,60923,139484,50541,97604,56902,104019,66160,122787,76553,136025,83683,128942,102278,131260,132794,145904,160247,183431,185046,232335,142217,161953,141272,89985,170563,72677,165596,59400,83901,40871,13751,14533,9,1935,0,0,0,0,20221203
202211,경의선,홍대입구,3,0,382,81,695,762,1524,2222,1861,7227,1708,5954,1336,3996,1416,3726,1987,4395,2285,4749,2711,4412,3364,4203,4153,4936,6302,5346,6628,7527,5111,4507,4514,2269,5413,2125,4988,1762,2246,1207,66,152,0,2,0,0,0,0,20221203
202211,공항철도 1호선,홍대입구,153,6,4519,295,5447,3302,10545,10128,13887,25371,11189,26560,10705,20829,11440,21655,13368,25232,15538,26470,17048,22677,20789,23531,26339,25593,33446,30320,38025,40674,28585,25019,27755,13015,32526,10916,29148,9715,13901,6460,1252,2041,0,0,0,0,0,0,20221203
202212,2호선,홍대입구,993,15,26912,3769,30664,18163,61455,38872,79567,102441,59014,126053,52868,98756,62484,120357,73076,146705,83754,159852,93724,156037,116226,159085,148810,170505,178014,199737,198203,242155,161339,172286,158613,100051,194177,82040,194279,70005,99989,49988,13539,17576,437,2787,278,228,0,113,20230103
202212,경의선,홍대입구,1,1,360,89,725,774,1413,1936,1609,7029,1490,5369,1303,3996,1445,4099,1902,4887,2436,5359,2863,5471,3418,5030,4343,6015,6240,5412,6668,7192,5004,4527,4550,2335,5533,2168,5505,1824,2407,1329,61,161,0,0,0,0,0,0,20230103
202212,공항철도 1호선,홍대입구,160,12,4432,318,5483,3356,9728,9314,13287,23406,10827,24415,11660,21453,13250,24498,15127,29444,17114,30945,19293,27498,23000,27606,29718,30083,36694,33301,38614,41400,31149,26828,29762,14384,34759,11524,33350,10362,15695,7637,1403,2528,1,1,0,0,0,0,20230103
202301,2호선,홍대입구,1350,43,29267,3403,29955,16126,57425,32666,73532,94059,52618,108470,44677,85658,53267,108218,62529,135589,71884,150034,81432,142535,99284,146622,126147,151781,158331,175277,184996,211551,151724,151916,148492,84966,176595,67040,175977,55830,90008,38931,11381,14098,170,1490,0,29,0,0,20230203
202301,경의선,홍대입구,7,0,379,116,743,627,1291,1613,1629,6193,1239,4938,1253,3643,1347,4061,1822,5038,2069,5194,2639,5171,3061,4806,3859,5352,5737,4835,6359,6494,4814,4307,4572,2249,5025,2115,5114,1798,2284,1271,44,154,0,5,0,0,0,0,20230203
202301,공항철도 1호선,홍대입구,218,9,4508,276,5092,3176,9191,8538,12124,21943,9711,22747,10113,19384,11962,24082,13925,29856,16034,30880,18179,26853,22415,26903,27750,27878,34609,29972,37982,37409,30563,24045,28735,12310,33047,10060,29877,9305,13886,6463,1250,2110,2,20,0,0,0,0,20230203
202302,2호선,홍대입구,958,13,25149,3237,27475,15583,56849,31989,74567,94350,53823,111406,46254,91458,53830,116457,62598,142057,73192,153764,83906,147377,102718,149014,131151,152249,159588,178119,191309,215940,158705,157748,153030,86844,179684,68675,176559,56523,93479,40775,12250,15292,4,1624,1,0,0,0,20230303
202302,경의선,홍대입구,7,1,324,110,639,634,1324,1589,1561,6169,1255,4834,1130,3891,1437,4729,1911,5394,2145,5426,2791,5249,3299,5106,4336,5616,5914,5121,6913,6857,5165,4303,4991,2321,5028,2198,4933,1736,2479,1102,46,142,0,0,0,0,0,0,20230303
202302,공항철도 1호선,홍대입구,200,20,4126,329,4841,3199,8924,8565,12359,22260,9716,23438,10608,21866,11804,26802,14025,31369,16440,32415,19179,27423,23937,27407,29877,28272,36781,30629,40933,38792,33312,24589,30620,12590,34887,9926,31260,9115,14367,6023,1217,2125,0,0,0,0,0,0,20230303
202303,2호선,홍대입구,1155,17,27942,3639,31603,18150,67590,40835,88394,115078,65238,155828,56938,107709,63120,119698,71985,138501,84140,153315,91478,143913,115506,148479,148430,164026,175584,200774,202824,251158,168511,180815,164411,103290,196737,83589,193581,67920,102718,49352,13565,18458,5,2028,0,0,0,0,20230403
202303,경의선,홍대입구,7,1,338,144,774,753,1552,2266,1808,7707,1485,6767,1346,4182,1488,4721,2297,5077,2639,5718,3321,5234,3745,5064,4836,5921,7181,6321,7697,7735,5720,5200,5085,2576,5781,2431,5725,2014,2687,1484,58,251,0,0,0,0,0,0,20230403
202303,공항철도 1호선,홍대입구,265,28,5052,380,5914,3758,11691,10830,14551,26709,12166,27933,12534,22667,13627,25725,15354,29666,17368,31459,20009,27267,24745,28184,30628,29966,38850,34708,43613,42834,35167,28875,32995,15131,37462,12136,33557,11046,15823,7983,1372,2405,0,0,0,0,0,0,20230403
202304,2호선,홍대입구,1187,23,29418,3392,32831,18614,62304,39740,84826,108238,64861,139592,59100,100906,63273,115281,73448,134161,84972,145690,90501,140429,110969,144431,137682,155447,162658,185990,190683,233692,159476,172735,156796,107877,185846,87109,180874,71719,96116,49446,12174,17142,8,1831,0,0,0,0,20230503
202304,경의선,홍대입구,10,2,354,136,901,827,1533,2175,1642,7119,1557,6332,1532,4259,1603,4792,2126,5039,2536,5308,3186,5151,3664,4965,4621,5512,6516,5805,7087,7010,5653,4932,5262,2957,5644,2542,5462,1976,2618,1456,42,239,0,0,0,0,0,0,20230503
202304,공항철도 1호선,홍대입구,229,18,5112,390,6334,3773,11566,10611,14641,24889,12768,26241,13527,22320,14022,25678,15758,28593,18172,31051,19793,26756,24056,26948,29919,28698,36839,32702,41269,40030,33948,27606,33104,15302,35679,12689,32123,11761,15318,8385,1250,2323,0,0,0,0,0,0,20230503
202305,2호선,홍대입구,1303,29,33275,3670,33178,19355,64565,41179,82228,110277,62630,142464,56520,108316,62958,123821,73878,141534,86910,155569,95006,147258,117741,149222,146517,160785,172666,195112,196144,233885,159960,169992,162036,105274,188102,88008,186691,72978,99755,54086,13006,19255,12,2048,0,0,0,0,20230603
202305,경의선,홍대입구,4,0,435,203,949,866,1589,2561,1860,7489,1571,6809,1610,4904,1607,5067,2200,4996,2693,5638,3400,5066,4087,4975,4950,6036,6653,6085,7561,7032,5695,5013,5671,2978,6197,2806,6006,2047,2943,1695,41,217,0,0,0,0,0,0,20230603
202305,공항철도 1호선,홍대입구,266,15,5740,417,6428,4067,11887,10463,14889,25814,12690,28178,12988,23536,14441,26356,16156,29430,18491,31456,20755,27291,25554,27027,31228,29226,37531,33759,41312,41251,34010,26882,33838,15531,37070,13188,33738,11199,16526,8681,1400,2486,1,1,0,0,0,0,20230603
202306,2호선,홍대입구,1096,19,30919,3733,32348,18545,62935,41539,81770,106434,61975,127088,56680,101688,62785,120617,71533,139701,84771,154162,93381,146363,113309,146816,135998,158189,160769,188316,185829,228318,152431,169301,154463,103940,185479,86969,185665,72159,98489,54853,13413,18986,3,2178,0,0,0,0,20230703
202306,경의선,홍대입구,6,0,419,174,931,924,1577,2408,1705,7035,1460,5608,1514,4183,1528,4352,2052,4661,2411,5376,2964,4806,3481,4561,4171,5381,5871,5622,6953,7013,5181,4853,5177,2870,5988,2661,6259,2208,2790,1595,65,193,0,0,0,0,0,0,20230703
202306,공항철도 1호선,홍대입구,263,15,5570,379,6219,4106,11211,10500,14898,25181,12289,25650,12351,21978,14184,24850,15719,28785,17897,30152,19974,26263,23468,26170,29054,28797,35410,32771,39815,40602,31817,27172,32101,15141,36658,12793,35011,11216,16805,9215,1468,2492,1,0,0,0,0,0,20230703
202307,2호선,홍대입구,989,20,31565,3648,33225,17550,62179,39033,80183,103208,60716,124039,54560,104130,62550,128651,73170,153931,85637,168662,95280,159281,115608,159424,141795,168904,169690,194296,198986,231645,162943,171368,166574,103018,198591,83914,194164,70019,97872,51187,12540,18462,9,1894,0,0,0,0,20230803
202307,경의선,홍대입구,6,1,463,164,979,816,1614,2447,1822,7025,1411,5583,1411,4347,1436,4768,2009,4928,2424,5851,2770,5175,3405,4946,4058,5863,6115,6047,7154,6569,5323,4952,5566,3057,6382,2655,6376,2209,2762,1442,44,216,0,0,0,0,0,0,20230803
202307,공항철도 1호선,홍대입구,226,14,5935,433,5945,3886,10579,10495,14656,25012,12256,26755,13134,24281,14989,28423,16883,33440,19672,35787,22201,30622,25529,30720,31172,32521,39304,35571,44091,42376,35762,28343,34747,15496,40567,13237,35997,11680,16775,9199,1408,2539,1,0,0,0,0,0,20230803
202308,2호선,홍대입구,746,21,27980,3632,32201,16639,61377,39326,78677,103620,59251,123282,52769,102773,59877,126569,70449,151349,83199,160922,93442,151094,112780,154946,137337,161191,165111,189500,195705,227017,161864,165027,161516,101331,187157,81624,183147,67391,92368,47755,12249,16846,2,1974,0,0,0,0,20230903
