사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201501,2호선,홍대입구,1929,42,45905,4102,43456,19002,86687,38225,104278,135147,67453,126475,60009,93365,64558,106492,75328,142020,92442,169031,96553,164147,114184,168044,138935,178819,171776,209053,214130,268570,174075,243504,163301,135088,206675,102484,246644,87511,137977,64602,16096,22559,4,2584,0,0,0,0,20151223
201501,경의선,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151223
201501,경의선,홍대입구,2,0,330,42,403,511,742,1476,725,4086,616,2996,570,2070,634,2643,888,3462,1005,3716,1163,3685,1434,3453,1892,3467,2385,4273,3199,4257,2497,3570,2420,1891,3279,1828,4734,1317,1965,1160,68,257,0,0,0,0,0,0,20151223
201501,공항철도 1호선,홍대입구,106,2,3212,276,4591,1786,8143,5179,10338,17316,7325,13764,6880,8675,7677,8655,8230,10763,9259,12161,9448,11189,10860,11440,12516,12038,15830,14214,20529,18533,15334,16560,13410,10031,17100,8226,19825,8021,10341,5832,892,1653,1,1,0,0,0,0,20151223
201502,2호선,홍대입구,1495,25,37498,3327,35857,15372,71875,32158,85791,109221,58658,105804,52329,85659,57431,99364,67466,130194,83483,159744,90472,154504,108653,158731,129140,167063,155084,191326,191278,230957,161072,210366,150662,122193,190296,91553,212797,78648,120764,55479,14149,20412,307,2179,0,53,0,0,20151223
201502,경의선,홍대입구,0,0,244,22,408,422,660,1167,718,2576,602,2160,590,1911,555,2745,823,3122,1008,3262,1067,3571,1342,3300,1718,3401,2114,3955,2950,4007,2290,3161,2192,1860,2948,1719,3213,1145,1634,1088,54,232,1,5,0,0,0,0,20151223
201502,공항철도 1호선,홍대입구,85,2,3070,230,4244,1561,7125,4541,8876,13565,6935,11243,6421,7780,6795,7680,7379,9693,8160,11357,8642,10441,9958,11025,11506,11247,14006,13319,18320,16568,14474,14969,12392,9180,15470,7620,16146,7168,8885,5652,922,1730,8,12,0,0,0,0,20151223
201503,2호선,홍대입구,1589,21,40942,4750,42501,19812,97966,47492,111814,156599,75429,158003,63482,108986,67710,106865,78703,132702,93907,154837,99721,152113,119350,154871,141719,172633,174578,211129,221955,269563,184449,252124,172891,140973,217354,107776,249002,92255,136819,67399,16513,23294,11,2529,0,0,0,0,20151223
201503,경의선,홍대입구,2,0,311,39,606,597,1105,2167,1211,4957,796,3694,706,2396,754,2633,967,3121,1266,3161,1339,3281,1608,3240,2149,3654,2815,4442,4075,5143,3261,3993,2818,2236,3733,1892,4501,1601,2088,1246,79,302,0,0,0,0,0,0,20151223
201503,공항철도 1호선,홍대입구,63,8,3598,286,5056,2038,10643,7071,11717,19864,8595,16342,7646,10279,7757,8989,8611,10382,9356,11639,9839,10739,10770,10843,12641,11858,16408,15017,22093,20465,17438,18214,15190,10684,18496,8997,21153,8868,10953,6461,886,1828,2,2,0,0,0,0,20151223
201504,2호선,홍대입구,1515,20,39173,4998,42926,21382,95268,49043,111484,151245,77320,152257,66023,104477,67769,99895,76525,118582,90482,134958,94958,133985,110638,136379,127561,150349,155872,186722,200388,247812,165748,242682,151282,141302,192136,108075,228271,92931,131238,68281,16370,25302,13,3079,1,2,0,0,20151223
201504,경의선,홍대입구,4,3,344,45,641,619,1199,2357,1235,5094,950,3886,837,2646,813,2411,994,2980,1388,3064,1412,3015,1626,3008,2038,3397,2685,4334,3934,5373,3086,4377,2812,2653,3769,2099,4659,1842,2534,1364,124,386,0,0,0,0,0,0,20151223
201504,공항철도 1호선,홍대입구,116,8,3833,402,5813,1970,10672,7347,12020,19453,9263,16248,8130,10211,8180,8885,8345,9839,9383,11174,9376,10569,10497,10710,12396,11357,15004,14253,21351,19955,16843,18702,15155,10759,18534,9466,21427,9045,11059,7275,1123,1979,0,0,0,0,0,0,20151223
201505,2호선,홍대입구,2805,20,59655,5292,48378,21133,85858,45265,100264,131084,74413,143471,67548,109287,70679,114360,81807,144951,99311,165632,107582,165363,127419,167270,147077,181548,174255,217561,210094,268400,177323,252802,173976,157385,212688,123046,250993,102500,152686,77952,18876,29951,23,3094,0,0,0,0,20151223
201505,경의선,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151223
201505,경의선,홍대입구,4,1,514,74,825,792,1222,2320,1198,4687,993,4175,948,3193,897,3174,1255,3957,1579,4239,1634,4320,2239,3903,2409,4364,3290,5121,4226,6160,3478,5061,3464,3270,4521,2793,5664,2185,3115,1707,143,431,0,0,0,0,0,0,20151223
201505,공항철도 1호선,홍대입구,168,10,4794,523,6149,2270,9912,6942,11673,17395,9534,15501,9083,11345,9193,10172,9490,11563,10720,13529,11020,12775,12745,12925,14026,13082,17424,16725,22221,21307,18603,19149,17337,12158,20620,10507,23961,10191,13853,7874,1243,2208,0,0,0,0,0,0,20151223
201506,2호선,홍대입구,1753,26,40183,5166,39677,20686,88458,46464,100502,134597,62452,124761,50667,86592,53364,84186,63021,104730,74673,119631,78490,119794,90495,122137,107160,135207,130727,165168,174762,219277,139190,208004,131817,118867,169873,88831,202272,75202,117091,56823,14817,20400,4,2942,0,0,0,0,20151223
201506,경의선,홍대입구,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151223
201506,경의선,홍대입구,1,1,409,46,654,770,1134,2550,1200,4972,879,3338,785,2327,815,2102,1020,2710,1295,2885,1262,2781,1374,2699,1819,2960,2525,3769,3872,4791,2988,3767,2749,2325,4151,1916,4958,1528,2487,1242,98,322,0,0,0,0,0,0,20151223
201506,공항철도 1호선,홍대입구,156,6,4236,522,5510,2307,9884,6778,10785,18405,7407,14518,6548,9199,6874,7989,7204,8605,8023,10101,8199,9322,9174,9513,10573,10023,13783,12982,19698,18667,15346,17172,14311,9586,18443,8369,21625,7923,11393,6006,1027,1743,0,1,0,0,0,0,20151223
201507,2호선,홍대입구,1588,30,43389,5046,41782,21065,89840,42313,104139,129865,66053,126350,52911,89659,57500,98590,67555,128965,83415,151307,88121,146603,102163,145493,124167,157771,151171,188909,195513,252815,155562,233853,148500,132299,192127,98618,229398,81408,129422,62160,17101,22369,7,3036,0,0,0,0,20151223
201507,경의선,홍대입구,3,0,421,48,664,751,1128,2567,1232,4778,908,3223,790,2345,838,2542,1041,3999,1283,3961,1334,3608,1530,3363,1940,3386,2742,4294,4156,5438,3265,4170,3159,2593,4349,2256,6191,2039,2517,1326,113,342,1,0,0,0,0,0,20151223
201507,공항철도 1호선,홍대입구,140,4,4380,497,5756,2323,9947,6393,11199,17690,7766,14455,6875,9581,7346,9086,7984,11020,9217,12280,9182,10991,10196,11393,12221,12002,15403,14504,21261,20952,16683,19370,15951,10715,20625,8906,24139,8611,12555,6118,1125,1833,2,2,0,0,0,0,20151223
201508,2호선,홍대입구,1766,14,49598,4702,45213,19338,81770,38868,94952,117002,66028,118518,56309,92549,61279,107839,72273,143370,87385,163173,96278,157072,114272,160120,132502,172789,158937,200933,197601,256607,166176,229641,158566,137595,197957,105140,234759,88289,131015,67682,15888,23077,4,2866,0,0,0,0,20151223
201508,경의선,홍대입구,14,2,534,62,782,714,1078,2439,1207,4460,898,3170,893,2412,1023,3069,1211,4076,1326,4320,1333,3812,1561,3806,2181,3911,2708,4661,4251,5653,3206,4460,3456,2890,4511,2334,6066,2140,2528,1581,123,372,0,0,0,0,0,0,20151223
201508,공항철도 1호선,홍대입구,167,9,4896,570,6230,2231,9190,5833,11006,16099,8429,13542,7918,10289,8483,10306,8962,11942,10202,13903,10440,12205,11570,12957,14105,13604,16313,15563,21655,21434,17871,19366,16598,11314,20996,9820,23980,9371,12645,6987,1233,2182,0,1,0,0,0,0,20151223
201509,2호선,홍대입구,1563,19,39836,4147,41053,18997,84711,41682,100068,132633,66386,132604,56654,94396,59093,91457,68553,114220,79812,132790,85766,129956,103350,133423,120828,149497,149906,185011,186749,241923,152692,221088,139991,125982,177459,96432,209531,82361,118395,60995,15471,22712,289,2814,0,50,0,0,20151223
201509,경의선,홍대입구,7,1,403,48,722,728,1272,2591,1356,5583,1014,4132,955,2942,906,2627,1120,3543,1362,3606,1457,3194,1751,3415,2191,3723,3174,4540,4279,5614,3439,4379,3318,2550,4448,2164,5991,1860,2528,1393,106,333,0,2,0,0,0,0,20151223
201509,공항철도 1호선,홍대입구,173,8,4461,542,5820,2275,10342,6596,11209,18191,8726,14933,7748,10601,8094,9422,8639,10373,9649,11889,9745,11011,11352,11718,13226,13352,16038,15054,21765,22183,17734,19562,16284,11338,20988,9893,23870,9154,12140,6943,1146,2113,7,22,0,0,0,0,20151223
201510,2호선,홍대입구,1942,15,41729,4207,43970,20745,90343,45075,108685,140286,74840,144554,65106,105167,67863,104782,78069,128303,93212,150747,99653,149488,118551,152188,138114,168618,169681,200511,212676,264091,166809,246493,156627,142657,195167,112581,228297,94029,131577,70440,15310,25018,6,2606,0,0,0,0,20151223
201510,경의선,홍대입구,4,0,394,51,701,716,1323,2787,1504,6072,1044,5292,1045,3211,954,3015,1373,3776,1594,4010,1858,3749,2193,3739,2468,4199,3552,5055,4768,6366,3800,4995,3579,3032,4944,2811,5950,2288,2752,1793,159,420,0,0,0,0,0,0,20151223
201510,공항철도 1호선,홍대입구,166,10,4505,503,5924,2573,10957,6862,11842,19126,9746,16677,8333,11847,8895,10653,9300,11778,10084,13568,10400,12324,11988,13040,14184,15003,17397,16053,23152,24091,18621,21001,16759,12299,20863,10716,24043,9734,13195,7542,1221,2290,0,1,0,0,0,0,20151223
201511,2호선,홍대입구,2183,16,42257,3990,43213,18773,87244,41804,107448,137489,72824,143209,61258,100004,64275,97860,74087,120727,86466,142001,92248,139360,111605,142709,131638,159487,166874,192245,203219,258182,159796,228279,151452,129539,191557,96633,222490,83080,124764,60866,14851,21745,8,2613,0,0,0,0,20151208
201511,경의선,홍대입구,4,1,366,42,635,561,1257,2213,1627,5895,903,5003,963,3185,861,2748,1228,3520,1494,3747,1558,3318,1856,3325,2334,3911,3302,4380,4436,5676,3288,4467,3070,2527,4413,2320,5619,1863,2419,1374,77,344,0,0,0,0,0,0,20151208
201511,공항철도 1호선,홍대입구,142,11,4083,465,5272,2372,10032,5744,12003,19395,9196,16476,8169,11261,8287,9932,9064,11291,9609,12540,9517,11544,11399,12455,13258,13914,16080,15239,21568,22898,16494,19920,14781,11309,18554,9836,20630,9392,10845,6791,1042,1906,1,2,0,0,0,0,20151208
201512,2호선,홍대입구,2046,18,46077,3902,43526,19100,85767,41276,107822,142603,70674,141416,63200,102432,69896,114573,80289,142917,95475,171842,105920,171417,127543,174818,152896,190645,187198,224035,224259,291600,178858,258891,169117,146310,216870,111819,263133,97392,154621,73731,20498,28411,868,4710,2,323,0,0,20160108
201512,경의선,홍대입구,2,0,367,45,633,529,1318,1962,1468,6840,961,4232,897,3079,889,3298,1129,4311,1510,4571,1615,4279,1980,4377,2584,4649,3452,5045,4362,6505,3476,4979,3292,2770,4349,2530,6797,2188,2988,1499,112,432,0,0,0,0,0,0,20160108
201512,공항철도 1호선,홍대입구,166,16,4042,456,5209,2184,9966,5449,11849,19495,8911,16040,8594,10998,9217,10906,9673,12408,10217,14258,10734,13285,12362,14121,15367,16020,18383,17310,22302,24920,17196,21508,15554,11978,19283,10367,23450,10191,12580,7715,1215,2329,0,1,0,0,0,0,20160108
201601,2호선,홍대입구,1944,33,45143,3534,43655,15898,79807,35031,100585,124622,64990,123944,58169,89510,63456,105913,73471,142389,87827,170428,95027,167632,115361,170398,140912,177930,170205,206298,213096,263966,174966,234221,165833,132257,208903,98385,240621,83144,133540,61690,13709,20412,3,2204,1,1,0,0,20160208
201601,경의선,홍대입구,4,1,403,57,627,437,1170,1632,1273,5024,822,3407,842,2667,879,3234,1099,4809,1388,4771,1484,4382,1697,4427,2276,4992,3008,4886,4066,6235,3216,4675,3151,2927,4062,2431,5622,1987,2546,1475,133,368,0,0,0,0,0,0,20160208
201601,공항철도 1호선,홍대입구,136,15,3776,422,4865,2019,8768,4817,11221,16553,8484,14074,7956,10264,8573,10449,9206,12444,10086,14335,10374,12995,11747,13486,14689,14581,17006,15562,21308,22022,16607,19736,14288,11294,17843,9754,19942,9219,10352,7004,1034,1965,0,3,0,3,0,4,20160208
201602,2호선,홍대입구,1370,15,37548,2920,36950,13660,71066,31573,90184,109519,60274,110266,53965,89551,59288,106133,69754,137494,85063,168389,94086,167542,114153,166982,135766,174527,160548,196326,202772,241189,171717,216436,162376,126009,200060,95026,218053,77240,124302,57821,14359,20091,213,2347,0,41,0,0,20160308
201602,경의선,홍대입구,2,0,338,42,575,403,1072,1486,1194,3647,842,2586,822,2412,764,3121,1055,4088,1396,4806,1467,4332,1852,4487,2211,4575,3071,5175,3936,6247,3099,4739,3007,2659,3768,2249,4353,1838,2076,1301,95,300,0,7,0,0,0,0,20160308
201602,공항철도 1호선,홍대입구,138,12,3399,311,4348,1804,8454,4514,10658,14532,8083,12262,7647,9532,8163,10129,8827,12041,9490,14128,10425,12670,11531,13714,13503,14341,15485,14621,20325,20334,15875,18506,13789,10678,16365,9275,17285,8840,9396,6401,868,1926,1,15,0,0,0,0,20160308
201603,2호선,홍대입구,1493,21,38650,3860,41929,17148,91409,47650,112215,147029,75802,154768,65002,109296,68791,108817,79814,133522,92701,153408,100164,153235,120787,156656,143124,172328,172709,207886,220621,269287,181900,246433,171826,139534,219486,106963,243923,91875,136043,67936,16016,24011,8,2267,1,0,0,0,20160408
201603,경의선,홍대입구,5,1,409,27,702,535,1504,2635,1548,5518,1130,4310,985,3254,955,2964,1232,3908,1575,4209,1723,3826,2150,3953,2501,4410,3556,5216,4888,6890,3570,5298,3393,2832,4455,2404,5536,1982,2622,1513,111,362,0,0,0,0,0,0,20160408
201603,공항철도 1호선,홍대입구,125,8,4016,435,5530,2409,11511,6835,13347,20202,9597,16861,9241,11788,9215,11172,9676,12732,10483,13868,10900,12799,12515,13264,14365,14800,17746,16729,23963,24635,18583,21179,17059,12575,20148,11054,21551,10233,11225,7855,916,2343,0,0,0,0,0,0,20160408
201604,2호선,홍대입구,1571,11,42808,4171,44756,17451,86454,44692,103622,135655,74244,140407,65903,102473,67241,102540,76892,127464,90338,148632,96289,147367,114959,149134,132283,163160,158928,193795,201530,252416,169865,237187,160040,143959,200562,111278,226708,94362,135530,70930,16294,25262,15,2547,0,0,0,0,20160508
201604,경의선,홍대입구,5,0,384,51,727,635,1497,2668,1595,5319,1262,4461,1144,3316,1058,3139,1313,4113,1648,4390,1746,4022,2078,4083,2590,4420,3545,5442,4506,6821,3635,5765,3448,3258,4378,2911,5344,2136,2786,1626,134,403,0,0,0,0,0,0,20160508
201604,공항철도 1호선,홍대입구,139,13,4335,442,6086,2555,11184,6605,13054,19780,10371,16071,9896,12059,9447,10587,10185,12641,10478,14191,10532,12708,12544,13971,14332,14324,17507,16579,22890,24268,18483,21205,16802,13179,20304,11548,21592,10317,12283,8410,1048,2427,2,2,0,4,0,0,20160508
201605,2호선,홍대입구,2450,34,58213,4365,51181,18824,88783,45921,104453,138782,74642,142691,65823,107845,70581,115702,80865,142287,95056,164267,103884,162179,124795,163573,144447,176494,172557,206261,214495,264192,179928,244797,167868,150498,208788,116046,240580,101557,148474,75915,18846,29242,16,3328,0,0,0,0,20160608
201605,경의선,홍대입구,5,0,553,135,853,756,1731,2861,1646,5687,1234,4772,1166,3770,1110,3492,1403,4540,1759,4662,1990,4707,2428,4503,2818,4933,3633,5786,4957,7613,3825,5660,3817,3542,4646,3195,5812,2456,3247,1957,185,445,0,0,0,0,0,0,20160608
201605,공항철도 1호선,홍대입구,134,5,5165,581,6417,2614,11281,6844,13431,20564,10860,16624,10061,12858,10151,12060,10261,13450,10839,15723,11801,14189,13583,15080,15725,15653,18466,17449,23759,25149,19857,21484,18085,13570,21717,11932,23692,10945,13475,9292,1177,2408,1,2,0,0,0,0,20160608
201606,2호선,홍대입구,1956,35,49397,4096,45919,18384,87958,45180,101770,132886,71045,131229,64255,95925,66847,108154,76680,134084,88763,154130,96613,154672,114602,156006,133454,167811,155831,195469,202185,253940,162358,230037,159608,137618,202373,110547,230047,93364,135634,71821,16247,25802,18,2983,0,0,0,0,20160708
201606,경의선,홍대입구,20,2,500,132,828,709,1735,2861,1759,4976,1167,4093,1080,2983,1106,2956,1338,4059,1645,4319,1726,4220,2183,4203,2494,4568,3360,5212,4642,7100,3523,5357,3668,3401,4948,3011,5512,2158,2949,1941,190,449,0,0,0,0,0,0,20160708
201606,공항철도 1호선,홍대입구,149,6,4951,522,6586,2642,11230,6756,13276,20076,10499,15472,9880,11818,9928,11234,10067,13126,10390,14429,10880,13319,12788,14481,14776,15095,17420,17451,23564,25043,18811,21924,17981,13251,22190,11936,24421,10691,13595,9035,1225,2607,2,1,0,0,0,0,20160708
201607,2호선,홍대입구,1965,17,51355,4021,46472,16515,86357,41277,100886,130132,70237,129987,63225,100433,68415,120759,79469,153804,92066,180507,102124,173643,119267,174292,145079,185944,173729,212106,221682,271052,181705,244602,177795,143111,223124,114652,250777,96476,141510,72263,16528,25728,8,2521,0,0,0,0,20160808
201607,경의선,홍대입구,8,2,515,108,844,668,1441,2697,1642,4692,1123,3354,1130,2923,1054,3337,1211,5324,1536,4911,1673,4633,1984,4269,2550,4692,3564,5592,4800,7003,3637,5420,3786,3201,4910,3072,6356,2412,2922,1835,151,460,0,0,0,0,0,0,20160808
201607,공항철도 1호선,홍대입구,183,9,4884,521,6422,2554,10837,6290,12650,19121,10148,14389,9657,12082,9996,12015,10505,14668,11143,16248,11521,14684,13381,15788,15840,16424,18496,18354,24511,26112,19665,23339,18427,13557,22955,12129,25790,11316,13849,9111,1192,2871,5,7,0,0,0,0,20160808
201608,2호선,홍대입구,1687,28,49426,3785,47634,17955,85621,41537,98897,125409,69528,126125,63562,101485,68619,124727,78556,154962,92574,177156,102444,174047,123500,171934,147738,185475,174332,206534,218714,271016,185499,242936,177711,144638,220914,111253,244735,94638,139657,72230,16944,26032,4,2796,0,0,0,0,20160908
201608,경의선,홍대입구,8,2,498,103,873,690,1400,2471,1578,4479,1200,3420,1097,3165,1089,3645,1191,5223,1481,5345,1621,4486,2016,4628,2481,4721,3419,5301,4786,7011,3894,5225,3808,3250,4946,3088,6537,2273,2797,1895,164,419,0,0,0,0,0,0,20160908
201608,공항철도 1호선,홍대입구,329,11,4810,494,6428,2673,10657,6434,12647,19004,10564,15004,10603,12973,10673,12987,10783,15435,11517,17172,11883,15308,13734,16195,16008,16600,19234,18783,24623,26469,20168,23164,18778,14203,23124,12272,25954,11327,13474,9015,1218,3042,0,0,0,0,0,0,20160908
201609,2호선,홍대입구,1470,13,43751,3525,43005,16864,80570,41581,94072,123323,67256,131848,58844,94997,62962,101329,72358,126061,84648,148166,93421,146947,109976,147906,132438,165091,156241,195123,199450,248135,164177,227012,154003,132201,191233,104581,215314,88640,127724,67731,16303,26213,630,2922,0,89,0,0,20161008
201609,경의선,홍대입구,3,1,417,103,915,648,1304,2607,1612,4820,1168,4530,1150,3361,1059,3204,1347,4596,1571,4373,1725,4062,2187,3988,2580,4589,3545,4951,4621,6473,3833,5044,3747,2979,5021,2767,6049,2151,2986,1697,174,467,0,8,0,0,0,0,20161008
201609,공항철도 1호선,홍대입구,185,8,4491,484,6172,2714,10854,6178,11816,19603,9421,15651,9522,12059,9815,11438,9897,13431,10371,15306,11001,13572,12662,14634,15011,15635,18117,17816,24089,25216,19915,21315,17872,12968,22252,11206,24965,10789,13304,8519,1304,2556,20,66,0,0,0,0,20161008
201610,2호선,홍대입구,2169,20,47760,4198,47593,18887,87308,43789,103680,129360,76273,141158,68199,107767,71506,113164,81006,138201,96329,167057,104826,161925,124486,163225,148492,178714,175078,207497,220476,265436,176102,238798,166036,141745,204536,114202,228613,98441,133647,70249,15083,25935,17,2227,0,0,0,0,20161108
201610,경의선,홍대입구,3,0,471,96,982,664,1401,2551,1780,5399,1299,5208,1235,3881,1234,3972,1544,4800,1790,4950,2006,4401,2955,4571,2952,4587,3989,6049,4927,6277,4074,6085,3958,3133,5154,3113,5794,2539,3201,1675,142,480,0,0,0,0,0,0,20161108
201610,공항철도 1호선,홍대입구,147,3,4840,546,6418,2925,11515,6520,13159,21294,10871,17181,10721,13604,10766,13092,10938,15301,11530,16681,12428,15240,14592,16281,16745,16676,20080,19732,26479,26904,20969,23484,18878,13782,23298,12783,25480,11744,13528,9160,1098,2512,0,0,0,0,0,0,20161108
201611,2호선,홍대입구,1507,15,39201,4016,41177,17972,86723,42192,105466,134419,75233,143428,64055,100573,66682,105873,76203,127302,88718,153403,96230,149290,116230,154765,141575,168924,173891,207629,217852,273003,170454,241852,161371,138337,204113,107684,232007,90645,132995,66048,17171,24185,76,2075,0,0,0,0,20161208
201611,경의선,홍대입구,7,1,409,80,744,515,1428,2310,1901,5586,1236,5023,1098,3391,1075,3368,1352,4121,1723,4311,1920,3869,2189,3716,2768,4033,3605,5411,4814,6590,3837,5156,3494,2706,5086,2512,5639,2015,3038,1432,222,346,0,0,0,0,0,0,20161208
201611,공항철도 1호선,홍대입구,121,1,4148,510,5815,2666,11425,5760,13325,21967,10460,17547,9394,13020,9817,11587,10251,13648,11073,15589,11228,13618,13197,14490,15292,15252,19287,18604,25542,27087,19319,22447,17007,12878,21266,11625,23593,11080,12371,8520,1050,2439,0,0,0,0,0,0,20161208
201612,2호선,홍대입구,1730,10,46878,3942,45729,18326,83845,39822,100736,137935,71434,138176,64529,108661,74415,129300,85034,161203,99509,192106,111455,190161,135548,191447,165342,205563,199224,235588,242027,302627,193845,268903,185782,154749,232496,119795,275719,100402,161077,75091,22774,29795,1155,4325,13,353,0,0,20170108
201612,경의선,홍대입구,0,0,406,68,719,462,1345,1978,1755,6081,1214,4640,1013,3711,1191,4027,1558,5169,1703,5368,1980,5351,2435,5020,2948,5100,4043,5539,4953,7020,4133,4837,3703,3254,4864,2859,6877,2270,3457,1648,203,434,0,0,0,0,0,0,20170108
201612,공항철도 1호선,홍대입구,112,2,3991,531,5937,2645,10525,5440,12914,22424,10011,16336,9572,13012,10969,12597,11276,14905,11756,16923,12384,15550,14709,16159,16524,17114,20758,20123,25970,28912,20134,23546,17282,13606,21830,12443,25332,11243,13916,9171,1357,3152,1,1,0,0,0,0,20170108
201701,2호선,홍대입구,2247,33,47951,3662,45127,16415,78349,31601,92794,115445,64643,117469,57675,96060,63867,118339,74673,156484,89797,188242,99910,186168,120999,186093,148977,192906,180378,212495,225181,264487,184323,238052,176307,132396,221876,101699,249864,84816,143906,61596,17444,22686,429,2203,0,57,0,0,20170208
201701,경의선,홍대입구,6,0,335,65,668,451,1267,1704,1717,4890,1097,3513,925,3272,1069,3964,1368,5286,1685,5059,1856,5204,2235,4961,2836,4872,3867,5076,4918,6582,3846,4563,3540,2878,4584,2670,5883,1831,2917,1479,166,363,0,3,0,0,0,0,20170208
201701,공항철도 1호선,홍대입구,174,9,3946,449,5797,2444,9339,5291,11281,18974,9284,15086,8816,12068,10243,13047,10928,15418,11180,17102,11919,15525,13858,15692,15537,16298,19102,18063,24766,25125,18900,20988,15876,12129,19906,10992,21620,9812,11584,7763,1092,2722,5,63,0,0,0,0,20170208
201702,2호선,홍대입구,1509,33,42155,3608,41853,16787,76589,32426,92966,108754,64755,117095,57713,103411,64669,127781,75270,168012,91794,198213,103838,194943,127858,192554,155966,197917,187789,217680,232199,269580,197932,250506,185270,138202,228986,106109,249455,85107,146741,62310,17948,23400,9,1903,1,0,0,0,20170308
201702,경의선,홍대입구,8,0,347,63,725,419,1233,1872,1927,4254,1129,3361,918,3361,997,4232,1266,5307,1640,5567,1890,5501,2452,5727,3143,5257,4114,5509,5005,7006,4175,4953,3793,3103,4759,2723,5253,2190,3027,1415,146,313,0,0,0,0,0,0,20170308
201702,공항철도 1호선,홍대입구,146,5,3571,363,5589,2291,9382,5093,11520,17596,8817,14566,8832,12126,9646,13131,10330,16336,11154,17442,11850,16158,14203,16204,16567,16874,19287,18715,25339,25385,19882,23395,16879,12468,20768,10743,21603,9404,11968,8273,1060,2710,2,2,0,0,0,0,20170308
201703,2호선,홍대입구,1788,18,42686,4139,43975,19300,87652,42694,106306,133012,75185,147684,64402,111469,68800,117215,79336,144542,92868,169624,103023,169815,124600,174281,154894,189758,184188,228574,226959,292561,192488,261971,185336,146955,232931,111218,258464,92869,150317,67995,17549,25664,12,2675,0,0,0,0,20170403
201703,경의선,홍대입구,6,0,384,58,937,623,1423,2730,2190,5624,1425,4887,1148,3835,1117,3665,1530,4784,1772,4912,2136,4904,2747,4746,3351,4891,4373,5950,5682,7606,4550,5377,4001,3365,4854,2821,5820,2130,3116,1721,181,360,0,0,0,0,0,0,20170403
201703,공항철도 1호선,홍대입구,143,13,3951,391,6178,2757,11038,6811,13021,21419,10298,18299,9558,14252,10575,13728,11207,15939,11639,17087,12506,15749,14921,16302,16643,17390,20719,20627,27076,28052,21802,26262,18745,13551,23074,11756,23928,10314,12762,9338,1129,2762,2,5,0,0,0,0,20170403
201704,2호선,홍대입구,1887,33,45422,4182,45927,20662,83209,41743,101166,118560,75231,134820,68093,103830,69836,108297,78241,136121,91408,157291,98477,156770,117429,157912,138384,169213,166507,203110,203517,263664,173382,239576,167424,143313,210918,110546,234621,97311,137274,70349,15510,24313,16,2496,0,0,0,0,20170503
201704,경의선,홍대입구,3,0,480,86,1063,737,1430,2773,2108,5344,1537,4944,1274,4011,1139,3707,1549,4660,1809,4881,2166,4889,2603,4422,2953,4999,4004,5565,5439,7418,4290,5352,4017,3723,4867,2940,6057,2359,3249,1845,198,371,0,0,0,0,0,0,20170503
201704,공항철도 1호선,홍대입구,202,11,4585,503,6545,2930,10845,6685,13291,19739,11062,17205,10570,14084,10929,13316,11242,15518,11700,16661,12481,15882,14575,16436,16118,16783,19520,19325,25888,26279,21122,25049,18644,13637,23384,11879,24327,11133,12580,9727,1183,2616,2,5,0,0,0,0,20170503
201705,2호선,홍대입구,2214,28,57338,4804,49515,23095,80159,41976,96594,114666,72204,131738,66004,110026,69706,121984,81350,156337,94810,181086,106985,178548,130567,178358,153615,187946,183185,221256,216339,277353,185562,243914,183852,151125,224693,116802,251850,98835,155287,76208,18881,27965,8,2918,0,0,0,0,20170603
201705,경의선,홍대입구,13,2,615,92,1106,739,1478,2556,2011,5203,1445,5523,1228,4431,1278,4662,1691,5638,1890,5508,2507,5883,3040,5211,3657,5775,4331,6167,5883,7730,4833,5611,4519,4002,5547,3075,6445,2597,3732,1976,191,453,0,1,0,0,0,0,20170603
